_c0,metro,price,way,views,provider,fee_percent,storey,minutes,storeys,living_area,kitchen_area,total_area
352, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
353, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
354, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
355, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
356, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
357, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
358, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
359, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
360, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
361, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
362, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
363, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
364, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
365, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
366, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
367, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
368, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
369, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
370, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
371, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
372, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
373, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
374, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
375, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
376, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
377, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
378, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
379, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
380, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
381, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
382, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
383, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
384, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
385, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
386, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
387, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
388, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
389, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
390, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
391, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
392, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
393, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
394, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
395, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
396, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
397, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
398, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
399, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
400, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
401, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
402, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
403, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
404, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
405, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
406, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
407, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
408, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
409, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
410, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
411, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
412, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
413, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
414, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
415, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
416, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
417, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
418, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
419, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
420, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
421, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
422, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
423, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
424, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
425, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
426, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
427, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
428, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
429, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
430, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
431, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
432, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
433, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
434, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
435, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
436, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
437, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
438, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
439, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
440, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
441, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
442, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
443, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
444, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
445, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
446, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
447, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
448, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
449, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
450, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
451, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
452, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
453, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
454, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
455, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
456, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
457, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
458, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
459, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
460, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
461, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
462, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
463, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
464, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
465, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
466, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
467, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
468, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
469, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
470, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
471, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
472, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
473, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
474, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
475, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
476, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
477, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
478, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
479, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
480, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
481, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
482, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
483, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
484, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
485, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
486, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
487, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
488, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
489, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
490, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
491, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
492, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
493, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
494, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
495, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
496, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
497, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
498, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
499, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
500, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
501, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
502, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
503, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
504, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
505, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
506, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
507, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
508, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
509, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
510, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
511, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
512, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
513, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
514, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
515, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
516, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
517, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
518, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
519, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
520, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
521, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
522, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
523, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
524, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
525, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
526, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
527, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
528, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
529, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
530, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
531, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
532, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
533, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
534, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
535, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
536, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
537, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
538, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
539, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
540, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
541, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
542, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
543, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
544, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
545, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
546, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
547, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
548, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
549, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
550, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
551, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
552, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
553, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
554, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
555, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
556, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
557, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
558, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
559, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
560, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
561, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
562, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
563, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
564, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
565, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
566, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
567, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
568, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
569, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
570, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
571, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
572, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
573, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
574, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
575, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
576, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
577, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
578, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
579, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
580, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
581, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
582, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
583, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
584, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
585, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
586, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
587, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
588, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
589, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
590, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
591, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
592, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
593, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
594, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
595, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
596, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
597, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
598, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
599, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
600, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
601, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
602, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
603, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
604, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
605, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
606, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
607, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
608, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
609, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
610, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
611, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
612, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
613, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
614, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
615, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
616, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
617, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
618, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
619, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
620, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
621, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
622, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
623, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
624, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
625, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
626, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
627, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
628, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
629, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
630, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
631, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
632, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
633, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
634, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
635, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
636, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
637, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
638, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
639, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
640, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
641, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
642, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
643, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
644, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
645, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
646, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
647, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
648, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
649, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
650, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
651, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
652, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
653, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
654, Shabolovskaia ,20000,walk,73,realtor                 ,50,5,10,8,20,10,40
655, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
656, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
657, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
658, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
659, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
660, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
661, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
662, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
663, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
664, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
665, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
666, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
667, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
668, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
669, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
670, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
671, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
672, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
