_c0,metro,price,way,views,provider,fee_percent,storey,minutes,storeys,living_area,kitchen_area,total_area
1352, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1353, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1354, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1355, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1356, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1357, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1358, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1359, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1360, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1361, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1362, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1363, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1364, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1365, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1366, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1367, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1368, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1369, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1370, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1371, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1372, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1373, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1374, Shabolovskaia ,20000,walk,74,realtor                 ,50,5,10,8,20,10,40
1375, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1376, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1377, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1378, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1379, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1380, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1381, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1382, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1383, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1384, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1385, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1386, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1387, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1388, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1389, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1390, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1391, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1392, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1393, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1394, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1395, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1396, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1397, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1398, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1399, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1400, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1401, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1402, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1403, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1404, Shabolovskaia ,20000,walk,74,realtor                 ,50,5,10,8,20,10,40
1405, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1406, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1407, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1408, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1409, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1410, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1411, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1412, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1413, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1414, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1415, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
1416, Planernaia ,45000,walk,513,realtor                    ,50,7,10,12,19,8,38
1417, VDNKh ,50000,walk,389,realtor                    ,50,16,10,16,18,8,41
1418, Alekseevskaia ,50000,walk,483,realtor                    ,50,5,3,12,19,5,33
1419, Sviblovo ,38000,walk,414,realtor                    ,50,3,15,5,37,37,37
1420, Rimskaia ,55999,walk,360,realtor                    ,99,6,7,17,21,10,40
1421, Perovo ,29000,walk,5174,realtor                    ,40,2,15,5,17,7,31
1422, Nekrasovka ,40000,walk,69,realtor                    ,40,10,5,17,18,11,41
1423, Planernaia ,39000,walk,795,realtor                    ,50,8,10,9,18,7,33
1424, Planernaia ,35000,walk,687,realtor                    ,50,6,15,9,17,6,34
1425, Riazanskii prospekt ,40000,walk,437,realtor                    ,50,9,5,12,20,10,35
1426, VDNKh ,40000,transport,344,realtor                    ,50,10,5,16,19,10,35
1427, Medvedkovo ,32000,walk,445,realtor                    ,50,1,15,12,19,7,38
1428, Medvedkovo ,35000,walk,214,realtor                    ,50,9,10,14,18,10,39
1429, Khovrino ,38000,walk,224,realtor                    ,50,6,7,9,17,6,33
1430, Okskaia ,59999,walk,103,realtor                    ,99,3,7,33,17,5,26
1431, Vystavochnaia ,185000,walk,28,owner                 ,0,4,4,11,14,24,53
1432, Otradnoe ,38000,walk,283,owner                 ,0,7,5,12,19,10,39
1433, Kuntcevskaia ,45000,walk,40,owner                 ,0,6,15,9,19,7,33
1434, Shabolovskaia ,20000,walk,74,realtor                 ,50,5,10,8,20,10,40
1435, Dobryninskaia ,22000,walk,56,realtor                 ,50,10,5,14,22,11,42
1436, Paveletckaia ,20000,walk,38,realtor                 ,50,7,6,10,22,11,42
1437, Altufevo ,37000,walk,21,realtor                 ,30,7,10,12,21,8,38
1438, Tcaritcyno ,45000,transport,30,owner                 ,0,5,5,15,25,14,52
1439, Shchelkovskaia ,47000,walk,25,realtor                 ,50,4,12,14,21,10,38
1440, Skhodnenskaia ,28000,walk,66,realtor                 ,50,4,14,9,10,7,37
1441, Solntcevo ,25000,walk,189,realtor                 ,0,6,5,23,20,10,36
1442, Ulitca Starokachalovskaia ,25000,walk,173,realtor                 ,0,5,5,17,20,10,38
1443, Zhulebino ,25000,walk,102,realtor                 ,0,5,5,12,20,10,35
1444, Preobrazhenskaia ploshchad ,40000,walk,60,realtor                 ,30,3,17,9,20,8,35
1445, Rasskazovka ,30000,walk,2728,owner                 ,0,12,10,17,22,8,33
